"Scientific name","New","Common name","Clade","Taxon ID","Assembly name","Accession","Genome size (bps)","Annotation provider","Annotation method","Annotation","Genome","Homology","RNA Seq"
"Homo sapiens","","Human (HG005.alt.pat.f1_v2)","Primates","9606","HG005.alt.pat.f1_v2","GCA_018506945.1","2937775295","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (NA19240.pri.mat.f1_v2)","Primates","9606","NA19240.pri.mat.f1_v2","GCA_018503275.1","3032049516","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02622.pri.mat.f1_v2)","Primates","9606","HG02622.pri.mat.f1_v2","GCA_018469875.1","3046089411","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02145.alt.pat.f1_v2)","Primates","9606","HG02145.alt.pat.f1_v2","GCA_018852595.1","2937649060","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01243.pri.mat.f1_v2)","Primates","9606","HG01243.pri.mat.f1_v2","GCA_018504375.1","3028970783","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02717.alt.pat.f1_v2)","Primates","9606","HG02717.alt.pat.f1_v2","GCA_018470425.1","2946102667","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02148.alt.pat.f1_v2)","Primates","9606","HG02148.alt.pat.f1_v2","GCA_018471525.1","3026089995","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG03516.pri.mat.f1_v2)","Primates","9606","HG03516.pri.mat.f1_v2","GCA_018469425.1","3033463069","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02080.alt.pat.f1_v2)","Primates","9606","HG02080.alt.pat.f1_v2","GCA_018504055.1","3024505444","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01978.pri.mat.f1_v2)","Primates","9606","HG01978.pri.mat.f1_v2","GCA_018472865.1","3051852830","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02630.pri.mat.f1_v2)","Primates","9606","HG02630.pri.mat.f1_v2","GCA_018469955.1","3041860872","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG002.pri.mat.f1_v2)","Primates","9606","HG002.pri.mat.f1_v2","GCA_018852615.1","3060592498","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01175.alt.pat.f1_v2)","Primates","9606","HG01175.alt.pat.f1_v2","GCA_018471065.1","3030026811","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG00673.alt.pat.f1_v2)","Primates","9606","HG00673.alt.pat.f1_v2","GCA_018472585.1","2925716157","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (NA18906.pri.mat.f1_v2)","Primates","9606","NA18906.pri.mat.f1_v2","GCA_018503255.1","3055676288","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02723.pri.mat.f1_v2)","Primates","9606","HG02723.pri.mat.f1_v2","GCA_018504065.1","3027186525","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG03516.alt.pat.f1_v2)","Primates","9606","HG03516.alt.pat.f1_v2","GCA_018469415.1","3067004974","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG03492.pri.mat.f1_v2)","Primates","9606","HG03492.pri.mat.f1_v2","GCA_018505845.1","3023905738","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02559.pri.mat.f1_v2)","Primates","9606","HG02559.pri.mat.f1_v2","GCA_018466985.1","3040515213","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG03098.pri.mat.f1_v2)","Primates","9606","HG03098.pri.mat.f1_v2","GCA_018506165.1","3059506215","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG005.pri.mat.f1_v2)","Primates","9606","HG005.pri.mat.f1_v2","GCA_018506965.1","3029677445","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02818.pri.mat.f1_v2)","Primates","9606","HG02818.pri.mat.f1_v2","GCA_018503585.1","3037424886","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG00741.alt.pat.f1_v2)","Primates","9606","HG00741.alt.pat.f1_v2","GCA_018471105.1","3029878036","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02055.alt.pat.f1_v2)","Primates","9606","HG02055.alt.pat.f1_v2","GCA_018505855.1","2950246117","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG00735.pri.mat.f1_v2)","Primates","9606","HG00735.pri.mat.f1_v2","GCA_018472765.1","3037778542","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG00733.alt.pat.f1_v2)","Primates","9606","HG00733.alt.pat.f1_v2","GCA_018506955.1","3042264782","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02622.alt.pat.f1_v2)","Primates","9606","HG02622.alt.pat.f1_v2","GCA_018469925.1","3043426064","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG002.alt.pat.f1_v2)","Primates","9606","HG002.alt.pat.f1_v2","GCA_018852605.1","2958633312","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG03579.alt.pat.f1_v2)","Primates","9606","HG03579.alt.pat.f1_v2","GCA_018472835.1","2947164001","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG03540.alt.pat.f1_v2)","Primates","9606","HG03540.alt.pat.f1_v2","GCA_018473315.1","3065276644","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG03540.pri.mat.f1_v2)","Primates","9606","HG03540.pri.mat.f1_v2","GCA_018473295.1","3048402207","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01123.alt.pat.f1_v2.1)","Primates","9606","HG01123.alt.pat.f1_v2.1","GCA_018469695.1","3014197469","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG00438.pri.mat.f1_v2)","Primates","9606","HG00438.pri.mat.f1_v2","GCA_018471515.1","3035719151","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01175.pri.mat.f1_v2)","Primates","9606","HG01175.pri.mat.f1_v2","GCA_018471085.1","3030719084","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG03486.alt.pat.f1_v2)","Primates","9606","HG03486.alt.pat.f1_v2","GCA_018503245.1","3049588884","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01361.alt.pat.f1_v2)","Primates","9606","HG01361.alt.pat.f1_v2","GCA_018469705.1","3010067136","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (NA21309.pri.mat.f1_v2)","Primates","9606","NA21309.pri.mat.f1_v2","GCA_018504655.1","3036758477","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01928.alt.pat.f1_v2)","Primates","9606","HG01928.alt.pat.f1_v2","GCA_018472705.1","2923053911","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02630.alt.pat.f1_v2)","Primates","9606","HG02630.alt.pat.f1_v2","GCA_018469945.1","3053402297","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01891.pri.mat.f1_v2)","Primates","9606","HG01891.pri.mat.f1_v2","GCA_018467155.1","3022936209","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02109.alt.pat.f1_v2)","Primates","9606","HG02109.alt.pat.f1_v2","GCA_018505865.1","3037645976","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01123.pri.mat.f1_v2.1)","Primates","9606","HG01123.pri.mat.f1_v2.1","GCA_018469665.1","3012806377","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01071.alt.pat.f1_v2)","Primates","9606","HG01071.alt.pat.f1_v2","GCA_018472725.1","3057222025","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG002.pat.cur.20211005)","Primates","9606","HG002.pat.cur.20211005","GCA_021950905.1","2959277077","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG03453.pri.mat.f1_v2)","Primates","9606","HG03453.pri.mat.f1_v2","GCA_018472855.1","3047982371","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01952.pri.mat.f1_v2)","Primates","9606","HG01952.pri.mat.f1_v2","GCA_018471545.1","3020546425","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02486.pri.mat.f1_v2)","Primates","9606","HG02486.pri.mat.f1_v2","GCA_018467015.1","3030645860","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02109.pri.mat.f1_v2)","Primates","9606","HG02109.pri.mat.f1_v2","GCA_018505825.1","3026099259","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01109.alt.pat.f1_v2)","Primates","9606","HG01109.alt.pat.f1_v2","GCA_018504645.1","2921876128","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02148.pri.mat.f1_v2 )","Primates","9606","HG02148.pri.mat.f1_v2","GCA_018471535.1","3036119645","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hoplodrina ambigua","","Moths","Lepidoptera","875924","ilHopAmbi1.1","GCA_949774945.1","438098600","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hoplodrina blanda","","Moths","Lepidoptera","987956","ilHopBlan1.1","GCA_949316365.1","463994746","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Humulus lupulus","","European hop","Plants","3486","drHumLupu1.1","GCA_963169125.1","2488098718","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hyalella azteca","","Amphipod (HAZT.00-mixed)","Arthropods","294128","Hazt_2.0","GCA_000764305.2","550885727","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hyalomma asiaticum","","Ticks (Hyas-2018)","Arthropods","266040","ASM1333968v1","GCA_013339685.1","1713631380","TIGMIC Group, Beijing Institute of Microbiology and Epidemiology","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hydra viridissima","","Green hydra","Metazoa","6082","ASM1470644v1","GCA_014706445.1","284246930","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hydra vulgaris","","Swiftwater hydra (105)","Metazoa","6087","Hydra_RP_1.0","GCA_000004095.1","852170992","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hydra vulgaris","","Swiftwater hydra (105)","Metazoa","6087","Hydra_105_v3","GCA_022113875.1","819402624","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hydractinia echinata","","Hydrozoans","Metazoa","35630","Hech_primary_v1.0","GCA_030067915.1","565047976","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hydractinia symbiolongicarpus","","Hydrozoan (clone_291-10)","Metazoa","13093","HSymV2.1","GCA_029227915.2","480922349","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hydraecia micacea","","Rosy rustic","Lepidoptera","214171","ilHydMica1.1","GCA_914767645.1","562425167","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hydraecia micacea","","Rosy rustic (alternate haplotype)","Lepidoptera","214171","ilHydMica1.1_alternate_haplotype","GCA_914767565.1","503427563","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hydriomena furcata","","July highflyer","Lepidoptera","104460","ilHydFurc1.1","GCA_912999785.1","423302054","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hydriomena furcata","","July highflyer (alternate haplotype)","Lepidoptera","104460","ilHydFurc1.1_alternate_haplotype","GCA_912999755.1","421170847","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hydrochoerus hydrochaeris","","Capybara","Rodents & lagomorphs","10149","Hydrochoerus_hydrochaeris_HiC","GCA_015741225.1","2590838763","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hydrochoerus hydrochaeris","","Capybara","Rodents & lagomorphs","10149","HydHyd_v1_BIUU","GCA_004027455.1","2734590088","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hydropsyche tenuis","","Caddisflies","Arthropods","577407","HT1_wtdbg2_racon_pilon","GCA_009617725.1","229663394","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hyla sarda","","Sardinian treefrog","Amphibians","327740","aHylSar1.hap1","GCA_029499605.1","4142159359","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hylaea fasciaria","","Moths","Lepidoptera","722673","ilHylFasc1.1","GCA_905147375.1","327919484","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hylaea fasciaria","","Moths (alternate haplotype)","Lepidoptera","722673","ilHylFasc1.1_alternate_haplotype","GCA_905147295.1","256092023","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hylaeus anthracinus","","Anthricinan yellow-faced bee (JK02)","Hymenoptera","313031","UHH_iyHylAnth1.0_haploid","GCF_026225885.1","254516172","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hylaeus volcanicus","","Volcano Masked Bee (JK05)","Hymenoptera","313075","UHH_iyHylVolc1.0_haploid","GCF_026283585.1","252651163","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hyles euphorbiae","","Spurge hawk-moth","Lepidoptera","283855","ilHylEuph1_pri","GCA_023078785.2","504308118","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hyles euphorbiae","","Spurge hawk-moth","Lepidoptera","283855","ilHylEuph1_pri","GCA_023078785.1","504308118","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hyles vespertilio","","Moths","Lepidoptera","283848","ASM998288v1","GCA_009982885.1","651398004","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hylobates moloch","","Silvery gibbon","Primates","81572","HMol_V3","GCA_009828535.3","2848323459","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hylobates moloch","","Silvery gibbon","Primates","81572","HMol_V2","GCA_009828535.2","2848329432","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Hylobates pileatus","","Pileated gibbon","Primates","9589","ASM2149846v1","GCA_021498465.1","2851401333","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hypanus sabinus","","Atlantic stingray","Chordates","79690","sHypSab1.hap1","GCA_030144855.1","4044869043","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hypena proboscidalis","","Moths","Lepidoptera","753189","ilHypProb1.1","GCA_905147285.1","636770889","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hypena proboscidalis","","Moths (alternate haplotype)","Lepidoptera","753189","ilHypProb1.1_alternate_haplotype","GCA_905147305.1","598700299","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hypercompe scribonia","","Moths","Lepidoptera","505957","ilHypScri1.1","GCA_949316085.1","639565210","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hypercompe scribonia","","Moths (alternate haplotype)","Lepidoptera","505957","ilHypScri1.1_alternate_haplotype","GCA_949316075.1","632202225","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hyperoplus immaculatus","NEW","Greater sand-eel","Fish","1484357","fHypImm3.1","GCA_949357725.1","797787753","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hyperoplus lanceolatus","","Great sand-eel","Fish","508657","TBG_H_lanceolatus_asm_v1.1","GCA_026929865.2","808487336","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Hypomecis punctinalis","","Pale oak beauty","Lepidoptera","439567","ilHypPunc1.1","GCA_949316475.1","741161698","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hypomecis punctinalis","","Pale oak beauty (alternate haplotype)","Lepidoptera","439567","ilHypPunc1.1_alternate_haplotype","GCA_949316335.1","713567422","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hypomesus transpacificus","","Delta smelt","Fish","137520","fHypTra1","GCA_021917145.1","437273953","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Hypophthalmichthys molitrix","","Silver carp","Fish","13095","1.0","GCA_022817975.1","-","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Hypophthalmichthys nobilis","NEW","Bighead carp","Fish","7965","Hypophthalmichthys_nobilis_1.0","GCA_037950665.1","863936947","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hypsibius exemplaris","","Water bear tardigrade (Z151)","Metazoa","2072580","nHd_3.1","GCA_002082055.1","104154999","Institute for Advanced Biosciences, Keio University","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hypsopygia costalis","","Moths","Lepidoptera","1101110","ilHypCost1.2","GCA_937001555.2","817677830","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hypsopygia costalis","","Moths (alternate haplotype)","Lepidoptera","1101110","ilHypCost1.1_alternate_haplotype","GCA_937001695.1","799272363","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hypsopygia costalis","","Moths","Lepidoptera","1101110","ilHypCost1.1","GCA_937001555.1","816855177","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hypsopygia costalis","","Moths (alternate haplotype)","Lepidoptera","1101110","ilHypCost1.2_alternate_haplotype","GCA_937001695.2","803725424","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ianthella basta","","Sponges","Metazoa","375146","odIanBast1.1","GCA_964019415.1","209268932","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ichneumon xanthorius","","Wasps, ants, and bees (alternate haplotype)","Hymenoptera","2795680","iyIchXant1.1_alternate_haplotype","GCA_917498535.1","275391298","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ichneumon xanthorius","","Wasps, ants, and bees","Hymenoptera","2795680","iyIchXant1.1","GCA_917499995.1","314972371","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ictalurus furcatus","NEW","Blue catfish (D&B)","Fish","66913","Billie_1.0","GCA_023375685.2","825475682","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ictalurus punctatus","","Channel catfish (USDA103-YYmale1)","Fish","7998","ASM400665v3","GCA_004006655.3","1036985268","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ictidomys tridecemlineatus","","Thirteen-lined ground squirrel","Rodents & lagomorphs","43179","HiC_Itri_2","GCA_016881025.1","2478965571","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Idaea aversata","","Riband wave (alternate haplotype)","Lepidoptera","104447","ilIdaAver1.1_alternate_haplotype","GCA_907269045.1","433907406","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Idaea aversata","","Riband wave","Lepidoptera","104447","ilIdaAver1.1","GCA_907269075.1","436713420","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Idaea dimidiata","","Moths","Lepidoptera","572776","ilIdaDimi2.1","GCA_949358125.1","422575458","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Idaea dimidiata","","Moths (alternate haplotype)","Lepidoptera","572776","ilIdaDimi2.1_alternate_haplotype","GCA_949358575.1","419238469","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Idaea straminata","","Plain wave","Lepidoptera","104449","ilIdaStra1.1","GCA_951213275.1","411282872","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Inachis io","","European peacock (alternate haplotype)","Lepidoptera","171585","ilAglIoxx1.1_alternate_haplotype","GCA_905147125.1","381505224","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Inachis io","","European peacock","Lepidoptera","171585","ilAglIoxx1.1","GCA_905147045.1","384156914","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Inga laurina","","Eudicots","Plants","487684","drIngLaur1.1","GCA_963855925.1","899564773","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Inga leiocalycina","","Eudicots","Plants","486065","drIngLeio1.1","GCA_963242795.1","947967512","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Inga oerstediana","","Eudicots","Plants","486073","drIngOers1.1","GCA_963210345.1","970582722","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Iphiclides podalirius","","Scarce swallowtail","Lepidoptera","110791","IP_504.v2_0","GCA_933534255.1","430729501","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ischnus inquisitorius","","Wasps, ants & bees","Hymenoptera","904094","iyIscInqu1.1","GCA_963924025.1","232177784","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Itoplectis maculator","NEW","Wasps, ants & bees","Hymenoptera","2776046","iyItoMacu1.1","GCA_964034905.1","223131394","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ixodes persulcatus","","Taiga tick (Iper-2018)","Arthropods","34615","BIME_Iper_1.3","GCA_013358835.1","1901640799","TIGMIC Group, Beijing Institute of Microbiology and Epidemiology","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
